Matricola,Esame
576300,Sociologia del Lavoro
576300,Ingegneria Informatica
576300,Scienze Politiche
576300,Scienze Geografiche
576300,Marketing
576300,Biologia
576300,Fisiologia
576300,Astrofisica
941804,Ingegneria Informatica
941804,Ingegneria Elettronica
941804,Economia
941804,Ingegneria Civile
941804,Machine Learning
941804,Immunologia
642783,Epidemiologia
642783,Farmacia
642783,Scienze Veterinarie
642783,Psicopatologia
642783,Scienze Politiche
642783,Diritto Privato
642783,Geografia Economica
642783,Medicina
642783,Scienze dei Materiali
642783,Economia dell'Ambiente
642783,Psicologia del Lavoro
993781,Scienze Geografiche
993781,Machine Learning
993781,Sociologia del Lavoro
993781,Epidemiologia
993781,Immunologia
993781,Storia dell’Arte
993781,Psicopatologia
993781,Diritto Privato
816049,Genetica
816049,Immunologia
816049,Scienza Politica
816049,Storia dell’Arte
816049,Scienze Biologiche
816049,Diritto Privato
816049,Epidemiologia
816049,Diritto Internazionale
162488,Immunologia
162488,Fisiologia
162488,Neuroscienze
162488,Statistica Sociale
162488,Economia Aziendale
162488,Astrofisica
162488,Filosofia della Scienza
162488,Lettere e Filosofia
361791,Scienze Geografiche
361791,Chimica
625766,Biochimica
625766,Fisica
625766,Neuroscienze
625766,Geologia
625766,Intelligenza Artificiale
625766,Farmacologia
625766,Statistica Sociale
625766,Ingegneria Elettronica
625766,Fisiologia
625766,Diritto Pubblico
676012,Scienze alimentari
676012,Ingegneria Civile
676012,Marketing
676012,Ingegneria Biomedica
676012,Biochimica
676012,Diritto Pubblico
676012,Fisiologia
676012,Genetica
676012,Statistica
676012,Machine Learning
676012,Farmacologia
676012,Matematica
676012,Ingegneria Meccanica
676012,Lettere e Filosofia
676012,Bioinformatica
458369,Ingegneria Biomedica
458369,Diritto Privato
458369,Fisiologia
458369,Biologia
458369,Scienze della Comunicazione
458369,Scienze Politiche
458369,Scienze dei Materiali
458369,Geologia
458369,Psicopatologia
458369,Lingue Straniere
458369,Biochimica
458369,Scienze Veterinarie
458369,Psicologia del Lavoro
458369,Epidemiologia
458369,Storia dell’Arte
266509,Scienze alimentari
266509,Marketing
266509,Biochimica
266509,Lingue Straniere
968814,Ingegneria Informatica
968814,Chimica
968814,Intelligenza Artificiale
968814,Epidemiologia
968814,Bioinformatica
968814,Scienze Naturali
968814,Immunologia
968814,Diritto Internazionale
968814,Farmacologia
968814,Scienza Politica
968814,Diritto Pubblico
968814,Biochimica
968814,Statistica
446791,Diritto Internazionale
446791,Intelligenza Artificiale
446791,Psicologia
223850,Fisica
223850,Ingegneria Elettronica
223850,Marketing
223850,Economia
223850,Ingegneria Informatica
223850,Ingegneria Biomedica
223850,Chimica
223850,Matematica
223850,Odontoiatria
223850,Neuroscienze
223850,Architettura
223850,Scienze alimentari
223850,Intelligenza Artificiale
223850,Statistica
158541,Fisiologia
158541,Medicina
158541,Informatica Teorica
158541,Scienze Geografiche
158541,Scienze della Comunicazione
158541,Farmacologia
158541,Diritto Internazionale
158541,Economia Aziendale
158541,Informatica
158541,Scienze Biologiche
158541,Architettura
158541,Calcolo Numerico
158541,Immunologia
158541,Matematica
158541,Lingue Straniere
158541,Astrofisica
158541,Psicopatologia
158541,Geografia Economica
712293,Statistica
712293,Lettere e Filosofia
712293,Chimica
712293,Epidemiologia
712293,Scienze della Comunicazione
712293,Ingegneria Biomedica
712293,Psicologia del Lavoro
712293,Diritto Privato
712293,Informatica
712293,Farmacologia
712293,Architettura
712293,Intelligenza Artificiale
712293,Ingegneria Meccanica
510510,Scienze Geografiche
510510,Intelligenza Artificiale
510510,Programmazione Logica
510510,Fisiologia
510510,Bioinformatica
801376,Sociologia del Lavoro
801376,Programmazione Logica
801376,Scienza Politica
801376,Chimica
801376,Medicina
801376,Lingue Straniere
801376,Scienze Ambientali
801376,Diritto Internazionale
801376,Psicologia
801376,Intelligenza Artificiale
801376,Farmacia
801376,Diritto Privato
801376,Scienze alimentari
181582,Psicopatologia
181582,Diritto Pubblico
181582,Psicologia del Lavoro
186397,Diritto Privato
186397,Fisica
186397,Farmacia
186397,Odontoiatria
186397,Marketing
186397,Psicologia del Lavoro
186397,Scienze Geografiche
186397,Informatica
186397,Ingegneria Meccanica
186397,Chimica
186397,Calcolo Numerico
186397,Filosofia della Scienza
144618,Ingegneria Meccanica
144618,Lettere e Filosofia
144618,Ingegneria Elettronica
144618,Bioinformatica
144618,Epidemiologia
144618,Scienze Naturali
144618,Biochimica
144618,Neuroscienze
144618,Diritto Internazionale
144618,Ingegneria Biomedica
144618,Programmazione Logica
144618,Architettura
144618,Scienze dei Materiali
144618,Calcolo Numerico
573640,Scienze Ambientali
573640,Ingegneria Biomedica
573640,Genetica
573640,Chimica
573640,Statistica Sociale
573640,Geografia Economica
869415,Scienze Politiche
869415,Genetica
869415,Ingegneria Elettronica
869415,Bioinformatica
869415,Fisica
869415,Informatica
869415,Marketing
869415,Psicologia del Lavoro
869415,Programmazione Logica
869415,Economia
869415,Scienze Ambientali
186362,Scienze della Formazione
186362,Diritto Pubblico
186362,Marketing
186362,Ingegneria Civile
186362,Ingegneria Meccanica
186362,Economia Aziendale
186362,Lingue Straniere
186362,Genetica
186362,Programmazione Logica
186362,Ingegneria Biomedica
186362,Scienze Biologiche
186362,Economia dell'Ambiente
186362,Diritto Privato
186362,Fisiologia
186362,Scienza Politica
499881,Geografia Economica
499881,Scienze dei Materiali
499881,Genetica
499881,Scienze Politiche
499881,Neuroscienze
493134,Marketing
493134,Sociologia
493134,Statistica
493134,Diritto Privato
493134,Machine Learning
493134,Psicopatologia
493134,Medicina
493134,Fisica
493134,Immunologia
493134,Farmacologia
493134,Ingegneria Biomedica
493134,Astrofisica
493134,Scienze Ambientali
493134,Ingegneria Civile
493134,Psicologia del Lavoro
493134,Architettura
493134,Economia Aziendale
333441,Economia dell'Ambiente
333441,Lettere e Filosofia
333441,Psicopatologia
333441,Statistica
333441,Scienze della Formazione
333441,Scienze Naturali
333441,Storia dell’Arte
333441,Farmacologia
333441,Bioinformatica
333441,Chimica
333441,Scienze Veterinarie
333441,Geologia
333441,Scienze Geografiche
333441,Scienze dei Materiali
333441,Scienze Politiche
333441,Farmacia
333441,Lingue Straniere
333441,Medicina
822899,Epidemiologia
822899,Scienze della Formazione
822899,Intelligenza Artificiale
822899,Economia
822899,Farmacia
822899,Statistica
262982,Diritto Privato
262982,Sociologia
262982,Geologia
262982,Ingegneria Informatica
262982,Scienze Naturali
262982,Informatica
262982,Economia Aziendale
262982,Scienze Biologiche
262982,Biochimica
262982,Medicina
262982,Geografia Economica
262982,Storia dell’Arte
262982,Scienze Ambientali
409370,Neuroscienze
409370,Informatica
409370,Diritto Pubblico
409370,Farmacologia
409370,Scienze Politiche
409370,Epidemiologia
409370,Ingegneria Civile
409370,Scienze della Formazione
409370,Scienze Ambientali
409370,Geologia
975703,Psicologia
975703,Scienze Biologiche
975703,Scienze Politiche
975703,Statistica Sociale
132511,Sociologia del Lavoro
132511,Intelligenza Artificiale
132511,Lingue Straniere
132511,Statistica Sociale
132511,Diritto Pubblico
132511,Informatica
132511,Odontoiatria
132511,Filosofia della Scienza
132511,Biologia
132511,Biochimica
132511,Programmazione Logica
132511,Scienza Politica
132511,Economia dell'Ambiente
132511,Sociologia
132511,Bioinformatica
132511,Scienze Naturali
711890,Statistica Sociale
711890,Informatica Teorica
711890,Scienze alimentari
711890,Scienze della Comunicazione
711890,Sociologia del Lavoro
711890,Storia dell’Arte
711890,Economia Aziendale
711890,Biologia
711890,Geologia
711890,Scienze Veterinarie
711890,Immunologia
711890,Economia dell'Ambiente
711890,Ingegneria Biomedica
711890,Geografia Economica
711890,Scienze della Formazione
711890,Ingegneria Meccanica
711890,Bioinformatica
148667,Odontoiatria
148667,Machine Learning
148667,Informatica Teorica
148667,Filosofia della Scienza
657667,Intelligenza Artificiale
657667,Scienze Ambientali
657667,Geografia Economica
657667,Ingegneria Elettronica
657667,Medicina
657667,Fisica
657667,Machine Learning
657667,Epidemiologia
657667,Psicopatologia
657667,Ingegneria Meccanica
657667,Farmacologia
657667,Genetica
657667,Architettura
657667,Diritto Internazionale
523093,Scienze Biologiche
523093,Geologia
523093,Architettura
523093,Ingegneria Civile
523093,Diritto Privato
523093,Informatica Teorica
523093,Ingegneria Meccanica
523093,Informatica
523093,Diritto Internazionale
424677,Calcolo Numerico
424677,Ingegneria Biomedica
424677,Astrofisica
424677,Diritto Pubblico
424677,Scienze Naturali
424677,Bioinformatica
316235,Scienze Geografiche
316235,Scienze della Comunicazione
316235,Epidemiologia
828215,Scienze Biologiche
828215,Bioinformatica
828215,Sociologia del Lavoro
828215,Lettere e Filosofia
828215,Ingegneria Civile
828215,Intelligenza Artificiale
611550,Statistica Sociale
611550,Biochimica
611550,Scienze dei Materiali
611550,Psicologia del Lavoro
611550,Psicopatologia
611550,Neuroscienze
611550,Ingegneria Elettronica
611550,Scienze Biologiche
611550,Epidemiologia
611550,Informatica
611550,Farmacologia
611550,Scienze Veterinarie
611550,Astrofisica
611550,Sociologia
611550,Biologia
611550,Storia dell’Arte
313432,Fisiologia
313432,Bioinformatica
313432,Sociologia del Lavoro
313432,Fisica
313432,Scienze Naturali
313432,Lingue Straniere
313432,Genetica
313432,Programmazione Logica
313432,Scienze alimentari
313432,Ingegneria Civile
313432,Informatica Teorica
313432,Statistica
313432,Statistica Sociale
295892,Marketing
295892,Neuroscienze
295892,Economia Aziendale
295892,Scienze della Formazione
295892,Farmacologia
295892,Astrofisica
295892,Matematica
295892,Lingue Straniere
295892,Statistica
295892,Psicologia
295892,Scienza Politica
295892,Architettura
665428,Scienze della Comunicazione
665428,Marketing
665428,Scienze Biologiche
665428,Farmacia
665428,Chimica
665428,Diritto Privato
665428,Ingegneria Biomedica
665428,Lettere e Filosofia
665428,Scienze dei Materiali
665428,Fisiologia
665428,Biochimica
788742,Ingegneria Civile
788742,Marketing
788742,Storia dell’Arte
788742,Scienze della Formazione
980021,Lettere e Filosofia
980021,Diritto Privato
980021,Scienze Veterinarie
980021,Intelligenza Artificiale
980021,Psicologia del Lavoro
980021,Lingue Straniere
980021,Fisiologia
980021,Scienze Naturali
980021,Ingegneria Meccanica
980021,Calcolo Numerico
486625,Epidemiologia
486625,Programmazione Logica
486625,Economia
486625,Geografia Economica
486625,Fisica
486625,Psicologia del Lavoro
486625,Sociologia
486625,Scienza Politica
486625,Farmacia
486625,Ingegneria Meccanica
486625,Scienze della Comunicazione
486625,Scienze Veterinarie
486625,Scienze Politiche
486625,Ingegneria Civile
486625,Economia dell'Ambiente
486625,Psicologia
664343,Scienze Geografiche
664343,Scienze della Comunicazione
664343,Ingegneria Biomedica
664343,Fisiologia
664343,Farmacia
664343,Scienze Politiche
664343,Astrofisica
664343,Statistica Sociale
664343,Ingegneria Meccanica
611171,Scienze alimentari
611171,Scienza Politica
611171,Scienze Biologiche
611171,Diritto Privato
611171,Sociologia
611171,Odontoiatria
906633,Ingegneria Biomedica
906633,Medicina
906633,Storia dell’Arte
906633,Scienze della Comunicazione
906633,Fisiologia
906633,Immunologia
906633,Scienze della Formazione
408818,Immunologia
408818,Programmazione Logica
408818,Farmacologia
408818,Informatica Teorica
408818,Ingegneria Meccanica
408818,Scienze Veterinarie
521228,Scienze Ambientali
521228,Astrofisica
521228,Geologia
521228,Sociologia del Lavoro
521228,Medicina
521228,Machine Learning
521228,Farmacia
521228,Programmazione Logica
521228,Fisica
521228,Scienze Politiche
521228,Diritto Privato
521228,Economia Aziendale
521228,Immunologia
521228,Statistica Sociale
521228,Ingegneria Civile
521228,Biologia
521228,Farmacologia
521228,Matematica
670107,Matematica
670107,Ingegneria Informatica
670107,Storia dell’Arte
670107,Ingegneria Elettronica
670107,Economia dell'Ambiente
670107,Filosofia della Scienza
670107,Scienze Politiche
670107,Scienze Naturali
670107,Scienze Geografiche
670107,Ingegneria Meccanica
670107,Odontoiatria
670107,Medicina
670107,Chimica
670107,Diritto Privato
642268,Scienze della Formazione
642268,Diritto Privato
642268,Scienze della Comunicazione
642268,Intelligenza Artificiale
642268,Statistica
642268,Scienze Biologiche
642268,Epidemiologia
642268,Odontoiatria
642268,Psicologia del Lavoro
642268,Ingegneria Civile
642268,Scienza Politica
533163,Programmazione Logica
533163,Ingegneria Informatica
533163,Economia Aziendale
533163,Medicina
533163,Diritto Internazionale
533163,Genetica
533163,Chimica
533163,Lingue Straniere
533163,Machine Learning
533163,Economia dell'Ambiente
533163,Scienze Veterinarie
533163,Statistica Sociale
533163,Epidemiologia
533163,Matematica
533163,Informatica
533163,Ingegneria Biomedica
649320,Diritto Pubblico
649320,Informatica Teorica
649320,Ingegneria Civile
192484,Programmazione Logica
192484,Psicologia
715245,Sociologia
715245,Ingegneria Informatica
715245,Scienze dei Materiali
715245,Economia
715245,Matematica
715245,Immunologia
715245,Fisica
722720,Storia dell’Arte
722720,Architettura
722720,Chimica
722720,Matematica
722720,Ingegneria Elettronica
722720,Scienze della Formazione
722720,Economia Aziendale
722720,Diritto Internazionale
722720,Immunologia
722720,Scienze Naturali
722720,Lettere e Filosofia
751988,Diritto Internazionale
751988,Farmacologia
751988,Psicologia
751988,Sociologia del Lavoro
751988,Diritto Pubblico
751988,Epidemiologia
751988,Diritto Privato
751988,Biologia
751988,Lettere e Filosofia
751988,Immunologia
751988,Economia
751988,Programmazione Logica
751988,Marketing
478132,Scienze della Formazione
478132,Lingue Straniere
478132,Lettere e Filosofia
478132,Economia Aziendale
478132,Chimica
478132,Scienze Ambientali
478132,Informatica Teorica
478132,Diritto Internazionale
478132,Matematica
478132,Farmacologia
478132,Ingegneria Meccanica
478132,Scienze dei Materiali
478132,Marketing
478132,Informatica
478132,Scienze Politiche
478132,Architettura
478132,Scienze Geografiche
797126,Economia
797126,Scienza Politica
797126,Neuroscienze
797126,Ingegneria Civile
797126,Sociologia del Lavoro
797126,Odontoiatria
797126,Scienze Biologiche
797126,Informatica Teorica
797126,Ingegneria Meccanica
797126,Scienze della Formazione
675033,Chimica
675033,Matematica
408727,Neuroscienze
408727,Geografia Economica
408727,Lettere e Filosofia
408727,Economia Aziendale
448169,Psicologia del Lavoro
448169,Scienze Naturali
448169,Scienze Ambientali
448169,Bioinformatica
448169,Scienze Veterinarie
448169,Lettere e Filosofia
448169,Psicologia
448169,Scienze dei Materiali
448169,Chimica
448169,Psicopatologia
448169,Sociologia
448169,Epidemiologia
448169,Diritto Internazionale
448169,Farmacia
448169,Informatica Teorica
773506,Epidemiologia
773506,Farmacologia
773506,Scienze della Comunicazione
773506,Ingegneria Meccanica
773506,Informatica
773506,Odontoiatria
773506,Genetica
773506,Lettere e Filosofia
773506,Fisica
773506,Scienze alimentari
773506,Ingegneria Elettronica
661106,Scienze della Formazione
661106,Ingegneria Meccanica
661106,Geografia Economica
661106,Genetica
661106,Marketing
815147,Geografia Economica
815147,Statistica
815147,Scienze Ambientali
815147,Ingegneria Biomedica
815147,Bioinformatica
815147,Diritto Internazionale
815147,Scienze alimentari
697917,Economia Aziendale
697917,Lingue Straniere
697917,Scienza Politica
697917,Neuroscienze
697917,Statistica
697917,Fisiologia
697917,Astrofisica
697917,Ingegneria Elettronica
697917,Statistica Sociale
697917,Diritto Internazionale
697917,Genetica
697917,Psicologia
697917,Psicologia del Lavoro
697917,Sociologia
697917,Farmacologia
697917,Biologia
697917,Biochimica
979123,Programmazione Logica
979123,Psicopatologia
979123,Ingegneria Elettronica
979123,Informatica
887865,Fisiologia
887865,Immunologia
887865,Informatica Teorica
318628,Psicologia del Lavoro
318628,Architettura
478945,Economia Aziendale
478945,Architettura
478945,Economia dell'Ambiente
478945,Diritto Privato
478945,Lingue Straniere
478945,Scienze dei Materiali
478945,Farmacia
478945,Fisiologia
478945,Statistica Sociale
751815,Psicologia
751815,Calcolo Numerico
751815,Epidemiologia
751815,Biochimica
751815,Matematica
751815,Diritto Internazionale
946744,Farmacologia
946744,Ingegneria Meccanica
946744,Scienze Politiche
946744,Diritto Privato
946744,Ingegneria Biomedica
946744,Epidemiologia
946744,Economia
946744,Medicina
502821,Psicologia del Lavoro
502821,Diritto Pubblico
502821,Bioinformatica
502821,Fisiologia
502821,Medicina
502821,Diritto Internazionale
502821,Statistica Sociale
502821,Sociologia del Lavoro
502821,Psicologia
502821,Biochimica
502821,Ingegneria Meccanica
502821,Geografia Economica
502821,Economia Aziendale
502821,Scienza Politica
502821,Statistica
452189,Calcolo Numerico
452189,Medicina
799703,Scienze Ambientali
799703,Filosofia della Scienza
799703,Psicologia
799703,Fisica
799703,Matematica
799703,Geologia
799703,Geografia Economica
799703,Scienze Naturali
799703,Farmacologia
799703,Architettura
799703,Ingegneria Civile
799703,Farmacia
799703,Odontoiatria
799703,Economia
799703,Psicopatologia
799703,Economia Aziendale
799703,Informatica Teorica
467341,Biochimica
467341,Biologia
467341,Neuroscienze
467341,Scienze della Formazione
467341,Scienze dei Materiali
467341,Economia
467341,Diritto Privato
319198,Ingegneria Meccanica
319198,Marketing
319198,Diritto Internazionale
319198,Biologia
319198,Geografia Economica
348022,Genetica
282237,Epidemiologia
282237,Ingegneria Meccanica
282237,Fisica
282237,Immunologia
282237,Lettere e Filosofia
282237,Scienze Naturali
282237,Filosofia della Scienza
282237,Scienza Politica
282237,Scienze della Comunicazione
282237,Farmacia
797077,Scienze Ambientali
797077,Machine Learning
797077,Biologia
797077,Scienze della Formazione
797077,Psicopatologia
797077,Informatica
797077,Ingegneria Meccanica
797077,Ingegneria Informatica
797077,Fisiologia
797077,Diritto Pubblico
797077,Fisica
797077,Astrofisica
797077,Scienza Politica
797077,Biochimica
797077,Marketing
797077,Sociologia del Lavoro
797077,Scienze alimentari
797077,Storia dell’Arte
809158,Medicina
809158,Economia dell'Ambiente
809158,Diritto Internazionale
977059,Diritto Pubblico
977059,Scienze dei Materiali
977059,Scienze alimentari
977059,Scienze della Formazione
977059,Diritto Internazionale
977059,Medicina
977059,Scienze Biologiche
977059,Machine Learning
977059,Scienza Politica
977059,Ingegneria Civile
224169,Marketing
224169,Informatica
224169,Calcolo Numerico
224169,Programmazione Logica
224169,Intelligenza Artificiale
224169,Fisiologia
224169,Sociologia
224169,Ingegneria Meccanica
224169,Diritto Privato
224169,Statistica Sociale
224169,Economia Aziendale
224169,Ingegneria Biomedica
224169,Genetica
224169,Scienze Politiche
224169,Filosofia della Scienza
224169,Medicina
895699,Chimica
895699,Diritto Internazionale
895699,Psicopatologia
727381,Scienze Geografiche
727381,Odontoiatria
727381,Machine Learning
727381,Scienze della Formazione
727381,Biochimica
727381,Fisiologia
477475,Scienze Ambientali
477475,Machine Learning
477475,Chimica
477475,Sociologia
272715,Ingegneria Civile
272715,Fisiologia
272715,Ingegneria Informatica
272715,Filosofia della Scienza
272715,Scienze Naturali
272715,Bioinformatica
272715,Programmazione Logica
272715,Scienze dei Materiali
272715,Scienze della Comunicazione
272715,Scienze Biologiche
272715,Farmacologia
272715,Informatica
272715,Scienze Politiche
272715,Medicina
272715,Biologia
272715,Sociologia
158492,Programmazione Logica
158492,Scienze Ambientali
158492,Scienze Naturali
158492,Ingegneria Civile
158492,Marketing
158492,Psicologia
158492,Fisiologia
158492,Geologia
158492,Economia Aziendale
158492,Scienze Geografiche
158492,Intelligenza Artificiale
158492,Statistica
158492,Farmacia
158492,Diritto Internazionale
158492,Sociologia del Lavoro
158492,Scienze Politiche
158492,Farmacologia
158492,Calcolo Numerico
778456,Biochimica
778456,Psicopatologia
778456,Immunologia
778456,Scienza Politica
778456,Lingue Straniere
778456,Fisiologia
778456,Marketing
778456,Lettere e Filosofia
778456,Ingegneria Biomedica
778456,Sociologia del Lavoro
778456,Scienze Veterinarie
778456,Psicologia del Lavoro
778456,Fisica
778456,Diritto Privato
778456,Filosofia della Scienza
778456,Bioinformatica
473892,Ingegneria Meccanica
473892,Marketing
473892,Fisica
473892,Farmacia
473892,Geografia Economica
473892,Scienza Politica
719350,Scienze Geografiche
719350,Farmacia
719350,Ingegneria Civile
719350,Intelligenza Artificiale
719350,Scienze Politiche
719350,Informatica
719350,Scienze Ambientali
719350,Diritto Privato
719350,Medicina
719350,Bioinformatica
719350,Immunologia
719350,Statistica
719350,Diritto Internazionale
719350,Geologia
802017,Calcolo Numerico
802017,Lingue Straniere
802017,Ingegneria Meccanica
802017,Bioinformatica
802017,Scienze della Formazione
802017,Scienze alimentari
802017,Psicologia del Lavoro
802017,Biochimica
802017,Geografia Economica
802017,Marketing
802017,Scienze della Comunicazione
802017,Intelligenza Artificiale
802017,Economia Aziendale
802017,Fisiologia
802017,Scienze Biologiche
104598,Economia
104598,Scienze della Formazione
104598,Epidemiologia
104598,Architettura
104598,Odontoiatria
104598,Marketing
104598,Lingue Straniere
104598,Psicologia
104598,Ingegneria Informatica
104598,Ingegneria Civile
104598,Astrofisica
104598,Sociologia
104598,Scienze Veterinarie
104598,Bioinformatica
104598,Psicologia del Lavoro
864634,Sociologia
864634,Storia dell’Arte
864634,Bioinformatica
864634,Scienze Biologiche
864634,Chimica
864634,Genetica
864634,Diritto Internazionale
864634,Scienze alimentari
339858,Chimica
339858,Economia
339858,Scienze Geografiche
339858,Medicina
339858,Diritto Pubblico
339858,Ingegneria Meccanica
339858,Scienze Naturali
339858,Geografia Economica
339858,Psicologia
339858,Bioinformatica
339858,Odontoiatria
339858,Filosofia della Scienza
923373,Economia dell'Ambiente
923373,Statistica Sociale
923373,Scienze dei Materiali
923373,Economia
923373,Sociologia
923373,Psicopatologia
923373,Neuroscienze
923373,Geologia
923373,Biologia
923373,Farmacia
923373,Informatica
923373,Marketing
427350,Chimica
427350,Diritto Privato
427350,Scienze Ambientali
427350,Ingegneria Biomedica
427350,Epidemiologia
427350,Scienza Politica
427350,Machine Learning
427350,Sociologia
427350,Geologia
693028,Scienze Naturali
693028,Astrofisica
693028,Ingegneria Biomedica
693028,Economia dell'Ambiente
693028,Ingegneria Meccanica
693028,Biologia
693028,Ingegneria Elettronica
693028,Geologia
693028,Machine Learning
693028,Bioinformatica
693028,Diritto Internazionale
693028,Scienze Biologiche
693028,Informatica Teorica
693028,Ingegneria Informatica
693028,Neuroscienze
693028,Architettura
214436,Fisiologia
214436,Scienze Politiche
214436,Economia
214436,Ingegneria Meccanica
214436,Ingegneria Civile
214436,Genetica
214436,Architettura
214436,Statistica Sociale
214436,Scienze Geografiche
214436,Geologia
521192,Diritto Privato
521192,Storia dell’Arte
394154,Bioinformatica
394154,Fisica
394154,Filosofia della Scienza
394154,Psicologia del Lavoro
394154,Scienza Politica
394154,Psicopatologia
394154,Farmacia
394154,Genetica
394154,Scienze alimentari
394154,Informatica
394154,Architettura
394154,Odontoiatria
394154,Programmazione Logica
394154,Lingue Straniere
150033,Intelligenza Artificiale
150033,Chimica
150033,Scienze Naturali
150033,Farmacologia
150033,Ingegneria Biomedica
150033,Diritto Internazionale
150033,Scienze Veterinarie
150033,Psicologia
150033,Sociologia
150033,Ingegneria Civile
150033,Psicologia del Lavoro
150033,Scienze Politiche
150033,Diritto Pubblico
150033,Neuroscienze
150033,Psicopatologia
150033,Lingue Straniere
150033,Fisiologia
150033,Genetica
706537,Marketing
706537,Psicologia del Lavoro
706537,Immunologia
706537,Odontoiatria
706537,Lingue Straniere
706537,Bioinformatica
706537,Lettere e Filosofia
706537,Fisiologia
706537,Sociologia
706537,Geologia
706537,Psicopatologia
706537,Scienze alimentari
706537,Scienza Politica
528548,Programmazione Logica
528548,Epidemiologia
528548,Scienze Politiche
528548,Fisica
528548,Psicologia del Lavoro
528548,Psicopatologia
528548,Biochimica
528548,Scienze Naturali
528548,Scienza Politica
294582,Scienza Politica
294582,Informatica
294582,Calcolo Numerico
294582,Sociologia
294582,Geografia Economica
294582,Scienze Politiche
294582,Ingegneria Informatica
294582,Psicologia
294582,Psicopatologia
294582,Medicina
294582,Economia Aziendale
294582,Scienze Geografiche
294582,Geologia
294582,Odontoiatria
294582,Scienze Biologiche
294582,Scienze Naturali
294582,Ingegneria Meccanica
337353,Economia Aziendale
337353,Scienze Veterinarie
337353,Scienze Politiche
337353,Geografia Economica
337353,Genetica
337353,Machine Learning
337353,Sociologia del Lavoro
337353,Ingegneria Civile
337353,Biochimica
337353,Psicologia del Lavoro
887785,Neuroscienze
887785,Marketing
887785,Economia dell'Ambiente
887785,Scienze dei Materiali
887785,Fisiologia
887785,Sociologia del Lavoro
887785,Ingegneria Elettronica
887785,Epidemiologia
887785,Storia dell’Arte
887785,Architettura
887785,Chimica
887785,Ingegneria Biomedica
887785,Immunologia
887785,Farmacia
887785,Informatica Teorica
114238,Statistica
114238,Architettura
114238,Economia dell'Ambiente
114238,Scienze Biologiche
114238,Fisica
114238,Programmazione Logica
114238,Scienze della Comunicazione
114238,Chimica
114238,Farmacia
114238,Ingegneria Civile
114238,Scienze della Formazione
114238,Machine Learning
114238,Diritto Privato
114238,Filosofia della Scienza
265437,Scienze Naturali
265437,Astrofisica
265437,Sociologia
265437,Machine Learning
265437,Ingegneria Civile
170281,Chimica
170281,Calcolo Numerico
170281,Biochimica
170281,Psicopatologia
242647,Fisica
242647,Ingegneria Elettronica
242647,Fisiologia
242647,Genetica
242647,Scienze Biologiche
242647,Scienze dei Materiali
242647,Psicologia
242647,Matematica
242647,Astrofisica
242647,Architettura
242647,Ingegneria Civile
242647,Scienze Ambientali
242647,Immunologia
242647,Lettere e Filosofia
242647,Economia dell'Ambiente
891704,Sociologia
891704,Scienze dei Materiali
891704,Biologia
891704,Programmazione Logica
891704,Ingegneria Meccanica
891704,Diritto Internazionale
891704,Economia dell'Ambiente
891704,Ingegneria Civile
891704,Geografia Economica
934845,Informatica
934845,Odontoiatria
934845,Biologia
934845,Intelligenza Artificiale
934845,Ingegneria Civile
934845,Scienze Veterinarie
934845,Architettura
934845,Medicina
934845,Calcolo Numerico
934845,Epidemiologia
934845,Chimica
934845,Scienze dei Materiali
934845,Marketing
184373,Informatica Teorica
184373,Neuroscienze
178453,Filosofia della Scienza
178453,Sociologia del Lavoro
178453,Ingegneria Civile
178453,Biologia
178453,Sociologia
178453,Programmazione Logica
178453,Statistica
178453,Neuroscienze
178453,Ingegneria Biomedica
178453,Economia dell'Ambiente
178453,Matematica
176207,Calcolo Numerico
176207,Epidemiologia
176207,Farmacia
176207,Immunologia
176207,Programmazione Logica
176207,Fisiologia
176207,Diritto Internazionale
176207,Ingegneria Biomedica
176207,Statistica
643541,Marketing
643541,Economia dell'Ambiente
710013,Lettere e Filosofia
710013,Neuroscienze
710013,Marketing
710013,Scienze della Formazione
710013,Architettura
803172,Scienze Naturali
803172,Bioinformatica
803172,Immunologia
803172,Scienze alimentari
803172,Sociologia
803172,Diritto Pubblico
803172,Epidemiologia
613848,Lettere e Filosofia
613848,Ingegneria Elettronica
613848,Filosofia della Scienza
613848,Odontoiatria
160689,Geografia Economica
995547,Diritto Pubblico
717340,Genetica
717340,Biologia
717340,Marketing
717340,Matematica
717340,Statistica
717340,Economia dell'Ambiente
717340,Diritto Pubblico
717340,Scienze Ambientali
717340,Intelligenza Artificiale
717340,Fisiologia
717340,Farmacologia
717340,Immunologia
717340,Scienze dei Materiali
605077,Scienze Veterinarie
605077,Matematica
605077,Ingegneria Biomedica
605077,Scienze della Comunicazione
605077,Ingegneria Civile
605077,Biologia
605077,Immunologia
605077,Lettere e Filosofia
605077,Farmacologia
605077,Informatica
605077,Filosofia della Scienza
605077,Economia Aziendale
605077,Medicina
605077,Fisica
605077,Odontoiatria
907411,Sociologia del Lavoro
539579,Lingue Straniere
539579,Matematica
539579,Scienze Politiche
848132,Scienze Politiche
848132,Marketing
848132,Statistica Sociale
848132,Ingegneria Biomedica
848132,Diritto Internazionale
848132,Informatica
848132,Chimica
848132,Neuroscienze
848132,Farmacia
914060,Ingegneria Informatica
914060,Economia
914060,Farmacologia
914060,Programmazione Logica
